Car_Id,Make,Model,Car Type,Mileage,Year of Manufacture,Price per day,City,Agency_Name,Base_Fare,LocationID
9062,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Chandigarh,Budget Auto Chandigarh,1200,46
9063,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Chandigarh,Budget Auto Chandigarh,1200,46
9064,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Chandigarh,Budget Auto Chandigarh,1200,46
9065,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Chandigarh,Budget Auto Chandigarh,1200,46
9066,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Chandigarh,Budget Auto Chandigarh,1200,46
9067,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Chandigarh,Budget Auto Chandigarh,1200,46
9068,Honda,Honda City,Sedan,19 kmpl,2012,5000,Chandigarh,Budget Auto Chandigarh,1200,46
9069,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Chandigarh,Budget Auto Chandigarh,1200,46
9070,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Chandigarh,Budget Auto Chandigarh,1200,46
9071,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Chandigarh,Budget Auto Chandigarh,1200,46
9072,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Chandigarh,Budget Auto Chandigarh,1200,46
9073,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Chandigarh,Budget Auto Chandigarh,1200,46
9074,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Chandigarh,Budget Auto Chandigarh,1200,46
9075,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Chandigarh,Budget Auto Chandigarh,1200,46
9076,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Chandigarh,Budget Auto Chandigarh,1200,46
9077,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Chandigarh,Budget Auto Chandigarh,1200,46
9078,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Chandigarh,Budget Auto Chandigarh,1200,46
9079,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Chandigarh,Budget Auto Chandigarh,1200,46
9080,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Chandigarh,Budget Auto Chandigarh,1200,46
9081,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Chandigarh,Midway Auto Chandigarh,1900,46
9082,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Chandigarh,Midway Auto Chandigarh,1900,46
9083,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Chandigarh,Midway Auto Chandigarh,1900,46
9084,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Chandigarh,Midway Auto Chandigarh,1900,46
9085,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Chandigarh,Midway Auto Chandigarh,1900,46
9086,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Chandigarh,Midway Auto Chandigarh,1900,46
9087,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Chandigarh,Midway Auto Chandigarh,1900,46
9088,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Chandigarh,Midway Auto Chandigarh,1900,46
9089,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Chandigarh,Midway Auto Chandigarh,1900,46
9090,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Chandigarh,Midway Auto Chandigarh,1900,46
9091,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Chandigarh,Midway Auto Chandigarh,1900,46
9092,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Chandigarh,Midway Auto Chandigarh,1900,46
9093,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Chandigarh,Midway Auto Chandigarh,1900,46
9094,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Chandigarh,Midway Auto Chandigarh,1900,46
9095,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Chandigarh,Midway Auto Chandigarh,1900,46
9096,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Chandigarh,Midway Auto Chandigarh,1900,46
9097,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Chandigarh,Midway Auto Chandigarh,1900,46
9098,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Chandigarh,Midway Auto Chandigarh,1900,46
9099,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Chandigarh,Midway Auto Chandigarh,1900,46
9100,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Chandigarh,Midway Auto Chandigarh,1900,46
9101,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Chandigarh,Midway Auto Chandigarh,1900,46
9102,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Chandigarh,Midway Auto Chandigarh,1900,46
9103,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Chandigarh,Midway Auto Chandigarh,1900,46
9104,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Chandigarh,Midway Auto Chandigarh,1900,46
9105,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Chandigarh,Midway Auto Chandigarh,1900,46
9106,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Chandigarh,Midway Auto Chandigarh,1900,46
9107,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Chandigarh,Midway Auto Chandigarh,1900,46
9108,Honda,Honda City,Sedan,19 kmpl,2012,5000,Chandigarh,Midway Auto Chandigarh,1900,46
9109,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Chandigarh,Midway Auto Chandigarh,1900,46
9110,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Chandigarh,Midway Auto Chandigarh,1900,46
9111,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Chandigarh,Midway Auto Chandigarh,1900,46
9112,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Chandigarh,Midway Auto Chandigarh,1900,46
9113,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Chandigarh,Midway Auto Chandigarh,1900,46
9114,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Chandigarh,Midway Auto Chandigarh,1900,46
9115,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Chandigarh,Midway Auto Chandigarh,1900,46
9116,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Chandigarh,Midway Auto Chandigarh,1900,46
9117,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Chandigarh,Midway Auto Chandigarh,1900,46
9118,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Chandigarh,Midway Auto Chandigarh,1900,46
9119,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Chandigarh,Midway Auto Chandigarh,1900,46
9120,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Chandigarh,Midway Auto Chandigarh,1900,46
9121,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Chandigarh,Prestige Drive Chandigarh,3000,46
9122,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Chandigarh,Prestige Drive Chandigarh,3000,46
9123,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Chandigarh,Prestige Drive Chandigarh,3000,46
9124,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Chandigarh,Prestige Drive Chandigarh,3000,46
9125,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Chandigarh,Prestige Drive Chandigarh,3000,46
9126,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Chandigarh,Prestige Drive Chandigarh,3000,46
9127,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Chandigarh,Prestige Drive Chandigarh,3000,46
9128,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Chandigarh,Prestige Drive Chandigarh,3000,46
9129,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Chandigarh,Prestige Drive Chandigarh,3000,46
9130,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Chandigarh,Prestige Drive Chandigarh,3000,46
9131,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Chandigarh,Prestige Drive Chandigarh,3000,46
9132,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Chandigarh,Prestige Drive Chandigarh,3000,46
9133,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Chandigarh,Prestige Drive Chandigarh,3000,46
9134,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Chandigarh,Prestige Drive Chandigarh,3000,46
9135,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Chandigarh,Prestige Drive Chandigarh,3000,46
9136,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Chandigarh,Prestige Drive Chandigarh,3000,46
9137,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Chandigarh,Prestige Drive Chandigarh,3000,46
9138,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Chandigarh,Prestige Drive Chandigarh,3000,46
9139,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Chandigarh,Prestige Drive Chandigarh,3000,46
9140,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Chandigarh,Prestige Drive Chandigarh,3000,46
9141,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Chandigarh,Prestige Drive Chandigarh,3000,46
9142,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Chandigarh,Prestige Drive Chandigarh,3000,46
9143,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Chandigarh,Prestige Drive Chandigarh,3000,46
9144,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Chandigarh,Prestige Drive Chandigarh,3000,46
9145,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Chandigarh,Prestige Drive Chandigarh,3000,46
9146,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Chandigarh,Prestige Drive Chandigarh,3000,46
9147,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Chandigarh,Prestige Drive Chandigarh,3000,46
9148,Honda,Honda City,Sedan,19 kmpl,2012,5000,Chandigarh,Prestige Drive Chandigarh,3000,46
9149,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Chandigarh,Prestige Drive Chandigarh,3000,46
9150,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Chandigarh,Prestige Drive Chandigarh,3000,46
9151,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Chandigarh,Prestige Drive Chandigarh,3000,46
9152,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Chandigarh,Prestige Drive Chandigarh,3000,46
9153,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Chandigarh,Prestige Drive Chandigarh,3000,46
9154,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Chandigarh,Prestige Drive Chandigarh,3000,46
9155,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Chandigarh,Prestige Drive Chandigarh,3000,46
9156,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Chandigarh,Prestige Drive Chandigarh,3000,46
9157,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Chandigarh,Prestige Drive Chandigarh,3000,46
9158,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Chandigarh,Prestige Drive Chandigarh,3000,46
9159,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Chandigarh,Prestige Drive Chandigarh,3000,46
9160,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Chandigarh,Prestige Drive Chandigarh,3000,46
9161,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Chandigarh,Luxury Motion Chandigarh,3800,46
9162,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Chandigarh,Luxury Motion Chandigarh,3800,46
9163,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Chandigarh,Luxury Motion Chandigarh,3800,46
9164,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Chandigarh,Luxury Motion Chandigarh,3800,46
9165,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Chandigarh,Luxury Motion Chandigarh,3800,46
9166,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Chandigarh,Luxury Motion Chandigarh,3800,46
9167,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Chandigarh,Luxury Motion Chandigarh,3800,46
9168,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Chandigarh,Luxury Motion Chandigarh,3800,46
9169,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Chandigarh,Luxury Motion Chandigarh,3800,46
9170,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Chandigarh,Luxury Motion Chandigarh,3800,46
9171,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Chandigarh,Luxury Motion Chandigarh,3800,46
9172,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Chandigarh,Luxury Motion Chandigarh,3800,46
9173,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Chandigarh,Luxury Motion Chandigarh,3800,46
9174,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Chandigarh,Luxury Motion Chandigarh,3800,46
9175,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Chandigarh,Luxury Motion Chandigarh,3800,46
9176,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Chandigarh,Luxury Motion Chandigarh,3800,46
9177,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Chandigarh,Luxury Motion Chandigarh,3800,46
9178,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Chandigarh,Luxury Motion Chandigarh,3800,46
9179,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Chandigarh,Luxury Motion Chandigarh,3800,46
9180,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Chandigarh,Luxury Motion Chandigarh,3800,46
9181,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Chandigarh,Luxury Motion Chandigarh,3800,46
9182,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Chandigarh,Luxury Motion Chandigarh,3800,46
9183,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Chandigarh,Luxury Motion Chandigarh,3800,46
9184,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Chandigarh,Luxury Motion Chandigarh,3800,46
9185,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Chandigarh,Luxury Motion Chandigarh,3800,46
9186,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Chandigarh,Luxury Motion Chandigarh,3800,46
9187,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Chandigarh,Luxury Motion Chandigarh,3800,46
9188,Honda,Honda City,Sedan,19 kmpl,2012,5000,Chandigarh,Luxury Motion Chandigarh,3800,46
9189,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Chandigarh,Luxury Motion Chandigarh,3800,46
9190,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Chandigarh,Luxury Motion Chandigarh,3800,46
9191,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Chandigarh,Luxury Motion Chandigarh,3800,46
9192,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Chandigarh,Luxury Motion Chandigarh,3800,46
9193,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Chandigarh,Luxury Motion Chandigarh,3800,46
9194,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Chandigarh,Luxury Motion Chandigarh,3800,46
9195,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Chandigarh,Luxury Motion Chandigarh,3800,46
9196,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Chandigarh,Luxury Motion Chandigarh,3800,46
9197,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Chandigarh,Luxury Motion Chandigarh,3800,46
9198,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Chandigarh,Luxury Motion Chandigarh,3800,46
9199,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Chandigarh,Luxury Motion Chandigarh,3800,46
9200,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Chandigarh,Luxury Motion Chandigarh,3800,46
9201,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Shimla,Himalayan Rides Shimla,900,47
9202,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Shimla,Himalayan Rides Shimla,900,47
9203,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Shimla,Himalayan Rides Shimla,900,47
9204,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Shimla,Himalayan Rides Shimla,900,47
9205,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Shimla,Himalayan Rides Shimla,900,47
9206,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Shimla,Himalayan Rides Shimla,900,47
9207,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Shimla,Himalayan Rides Shimla,900,47
9208,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Shimla,Himalayan Rides Shimla,900,47
9209,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Shimla,Himalayan Rides Shimla,900,47
9210,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Shimla,Himalayan Rides Shimla,900,47
9211,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Shimla,Himalayan Rides Shimla,900,47
9212,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Shimla,Himalayan Rides Shimla,900,47
9213,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Shimla,Himalayan Rides Shimla,900,47
9214,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Shimla,Himalayan Rides Shimla,900,47
9215,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Shimla,Himalayan Rides Shimla,900,47
9216,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Shimla,Himalayan Rides Shimla,900,47
9217,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Shimla,Himalayan Rides Shimla,900,47
9218,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Shimla,Himalayan Rides Shimla,900,47
9219,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Shimla,Himalayan Rides Shimla,900,47
9220,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Shimla,Himalayan Rides Shimla,900,47
9221,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Shimla,Himalayan Rides Shimla,900,47
9222,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Shimla,Himalayan Rides Shimla,900,47
9223,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Shimla,Himalayan Rides Shimla,900,47
9224,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Shimla,Himalayan Rides Shimla,900,47
9225,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Shimla,Himalayan Rides Shimla,900,47
9226,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Shimla,Himalayan Rides Shimla,900,47
9227,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Shimla,Himalayan Rides Shimla,900,47
9228,Honda,Honda City,Sedan,19 kmpl,2012,5000,Shimla,Himalayan Rides Shimla,900,47
9229,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Shimla,Himalayan Rides Shimla,900,47
9230,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Shimla,Himalayan Rides Shimla,900,47
9231,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Shimla,Himalayan Rides Shimla,900,47
9232,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Shimla,Himalayan Rides Shimla,900,47
9233,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Shimla,Himalayan Rides Shimla,900,47
9234,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Shimla,Himalayan Rides Shimla,900,47
9235,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Shimla,Himalayan Rides Shimla,900,47
9236,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Shimla,Himalayan Rides Shimla,900,47
9237,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Shimla,Himalayan Rides Shimla,900,47
9238,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Shimla,Himalayan Rides Shimla,900,47
9239,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Shimla,Himalayan Rides Shimla,900,47
9240,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Shimla,Himalayan Rides Shimla,900,47
9241,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Shimla,Budget Auto Shimla,1100,47
9242,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Shimla,Budget Auto Shimla,1100,47
9243,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Shimla,Budget Auto Shimla,1100,47
9244,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Shimla,Budget Auto Shimla,1100,47
9245,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Shimla,Budget Auto Shimla,1100,47
9246,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Shimla,Budget Auto Shimla,1100,47
9247,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Shimla,Budget Auto Shimla,1100,47
9248,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Shimla,Budget Auto Shimla,1100,47
9249,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Shimla,Budget Auto Shimla,1100,47
9250,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Shimla,Budget Auto Shimla,1100,47
9251,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Shimla,Budget Auto Shimla,1100,47
9252,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Shimla,Budget Auto Shimla,1100,47
9253,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Shimla,Budget Auto Shimla,1100,47
9254,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Shimla,Budget Auto Shimla,1100,47
9255,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Shimla,Budget Auto Shimla,1100,47
9256,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Shimla,Budget Auto Shimla,1100,47
9257,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Shimla,Budget Auto Shimla,1100,47
9258,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Shimla,Budget Auto Shimla,1100,47
9259,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Shimla,Budget Auto Shimla,1100,47
9260,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Shimla,Budget Auto Shimla,1100,47
9261,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Shimla,Budget Auto Shimla,1100,47
9262,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Shimla,Budget Auto Shimla,1100,47
9263,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Shimla,Budget Auto Shimla,1100,47
9264,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Shimla,Budget Auto Shimla,1100,47
9265,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Shimla,Budget Auto Shimla,1100,47
9266,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Shimla,Budget Auto Shimla,1100,47
9267,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Shimla,Budget Auto Shimla,1100,47
9268,Honda,Honda City,Sedan,19 kmpl,2012,5000,Shimla,Budget Auto Shimla,1100,47
9269,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Shimla,Budget Auto Shimla,1100,47
9270,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Shimla,Budget Auto Shimla,1100,47
9271,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Shimla,Budget Auto Shimla,1100,47
9272,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Shimla,Budget Auto Shimla,1100,47
9273,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Shimla,Budget Auto Shimla,1100,47
9274,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Shimla,Budget Auto Shimla,1100,47
9275,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Shimla,Budget Auto Shimla,1100,47
9276,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Shimla,Budget Auto Shimla,1100,47
9277,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Shimla,Budget Auto Shimla,1100,47
9278,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Shimla,Budget Auto Shimla,1100,47
9279,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Shimla,Budget Auto Shimla,1100,47
9280,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Shimla,Budget Auto Shimla,1100,47
9281,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Shimla,Midway Auto Shimla,1750,47
9282,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Shimla,Midway Auto Shimla,1750,47
9283,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Shimla,Midway Auto Shimla,1750,47
9284,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Shimla,Midway Auto Shimla,1750,47
9285,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Shimla,Midway Auto Shimla,1750,47
9286,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Shimla,Midway Auto Shimla,1750,47
9287,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Shimla,Midway Auto Shimla,1750,47
9288,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Shimla,Midway Auto Shimla,1750,47
9289,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Shimla,Midway Auto Shimla,1750,47
9290,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Shimla,Midway Auto Shimla,1750,47
9291,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Shimla,Midway Auto Shimla,1750,47
9292,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Shimla,Midway Auto Shimla,1750,47
9293,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Shimla,Midway Auto Shimla,1750,47
9294,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Shimla,Midway Auto Shimla,1750,47
9295,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Shimla,Midway Auto Shimla,1750,47
