travelCode,User_ID,flightType,Flight_agency,Departure_date,Departure,Arrival,Flight Distance (km),Flight Duration (hh:mm),Departure Time,Arrival Time,flight_number
134178,1320,economic,Air India,03/09/2023,Bilaspur,Chandigarh,1100.54,01:13,12:31,13:44,AI5506
134181,1320,firstClass,Akasa Air,30/03/2023,Puri,Bilaspur,457.79,00:30,01:17,01:47,QP649
134184,1320,firstClass,Air India,20/04/2023,Puducherry,Mopa,8086.87,08:59,06:32,15:31,AI342
134189,1320,economic,IndiGo,25/05/2023,Guwahati,Imphal,268.52,00:17,19:16,19:33,6E476
134190,1320,firstClass,AirAsia India,06/01/2023,Jamshedpur,Udaipur,1284.82,01:25,20:35,22:00,I5776
134192,1320,firstClass,IndiGo,15/06/2023,Bilaspur,Surat,968.69,01:04,07:49,08:53,6E1867
134195,1320,firstClass,IndiGo,07/06/2023,Tirupati,Bhubaneswar,1004.65,01:06,20:00,21:06,6E4056
134198,1321,firstClass,IndiGo,10/10/2019,Raigarh,Navi Mumbai,1126.91,01:15,16:36,17:51,6E623
134199,1321,firstClass,Air India,17/10/2019,Dabolim,Vadodara,772.1,00:51,16:54,17:45,AI3582
134201,1321,premium,IndiGo,31/10/2019,Udaipur,Shillong,1831.77,02:02,11:36,13:38,6E4332
134202,1321,firstClass,AirAsia India,11/07/2019,Jaipur,Ranchi,1037.33,01:09,05:05,06:14,I51952
134204,1321,premium,Air India,21/11/2019,Guwahati,Delhi NCR,1472.7,01:38,08:31,10:09,AI4844
134207,1321,economic,IndiGo,12/12/2019,Navi Mumbai,Shimla,1405.09,01:33,00:32,02:05,6E3508
134210,1321,economic,Akasa Air,01/02/2020,Tirupati,Pune,805.07,00:53,11:52,12:45,QP3237
134211,1321,firstClass,Air India,01/09/2020,Kullu-Manali,Dhubri,1406.75,01:33,13:38,15:11,AI5066T
134218,1321,economic,Akasa Air,27/02/2020,Mysuru,Pune,753.37,00:50,05:31,06:21,QP5019
134222,1321,premium,IndiGo,26/03/2020,Mopa,Bhopal,7770.89,08:38,14:55,23:33,6E2412
134226,1321,economic,IndiGo,23/04/2020,Dhubri,Udaipur,1642.47,01:49,17:52,19:41,6E4109E
134229,1321,premium,Akasa Air,14/05/2020,Chennai,Thiruvananthapuram,627.74,00:41,09:42,10:23,QP3759
134230,1321,firstClass,GoAir,21/05/2020,Udaipur,Shillong,1831.77,02:02,23:57,01:59,G8811
134233,1321,firstClass,SpiceJet,06/11/2020,Kolkata,Varanasi,624.16,00:41,12:14,12:55,SG4041
134234,1321,firstClass,SpiceJet,18/06/2020,Raigarh,Dehradun,1078.78,01:11,21:55,23:06,SG3173
134235,1321,firstClass,Akasa Air,25/06/2020,Mumbai,Thiruvananthapuram,1256.25,01:23,06:51,08:14,QP5238
134237,1321,economic,Akasa Air,07/09/2020,Hyderabad,Dhubri,1528.4,01:41,01:22,03:03,QP2573N
134241,1321,premium,Akasa Air,08/06/2020,Visakhapatnam,Kullu-Manali,1691.59,01:52,20:09,22:01,QP5972
134244,1321,firstClass,Akasa Air,27/08/2020,Amritsar,Ranchi,1379.48,01:31,01:16,02:47,QP2373
134248,1321,premium,IndiGo,24/09/2020,Imphal,Diu,2394.93,02:39,13:03,15:42,6E2985
134253,1321,firstClass,Akasa Air,29/10/2020,Surat,Coimbatore,1215.95,01:21,10:15,11:36,QP2581
134258,1321,firstClass,GoAir,12/03/2020,Khowai,Guwahati,236.44,00:15,16:36,16:51,G82369
134268,1321,premium,Akasa Air,02/11/2021,Dabolim,Nashik,513.34,00:34,22:29,23:03,QP534
134270,1321,premium,SpiceJet,25/02/2021,Mumbai,Jamshedpur,1441.73,01:36,06:09,07:45,SG4675
134273,1321,firstClass,SpiceJet,18/03/2021,Prayagraj,Bhopal,511.46,00:34,16:02,16:36,SG679
134274,1321,firstClass,Air India,25/03/2021,Prayagraj,Kota,3064.23,03:24,04:29,07:53,AI3757
134276,1321,firstClass,Akasa Air,04/08/2021,Pune,Ludhiana,1392.59,01:32,23:08,00:40,QP1760
134277,1321,premium,Akasa Air,15/04/2021,Dabolim,Ayodhya,1537.16,01:42,00:00,01:42,QP152
134285,1321,firstClass,Air India,06/10/2021,Mumbai,Ludhiana,1349.89,01:29,17:40,19:09,AI3624
134296,1321,economic,Air India,26/08/2021,Delhi NCR,Vijayawada,1399.88,01:33,12:51,14:24,AI4102X
134299,1321,economic,IndiGo,16/09/2021,Coimbatore,Ludhiana,2216.47,02:27,22:30,00:57,6E1425
134306,1322,economic,IndiGo,10/03/2019,Patna,Hisar,6048.4,06:43,09:58,16:41,6E1848
134311,1322,firstClass,AirAsia India,11/07/2019,Navi Mumbai,Mysuru,843.67,00:56,05:26,06:22,I5964
134313,1322,firstClass,AirAsia India,21/11/2019,Raipur,Kota,3130.57,03:28,17:56,21:24,I54159
134314,1322,firstClass,GoAir,28/11/2019,Ranchi,Shillong,709.8,00:47,02:10,02:57,G83783
134316,1322,firstClass,AirAsia India,12/12/2019,Mumbai,Chandigarh,1355.09,01:30,15:37,17:07,I55932
134319,1322,firstClass,IndiGo,01/02/2020,Chennai,Puducherry,137.25,00:09,09:49,09:58,6E3435Q
134329,1322,economic,IndiGo,03/12/2020,Coimbatore,Dabolim,593.12,00:39,10:55,11:34,6E5112
134332,1322,premium,Akasa Air,04/02/2020,Gwalior,Hyderabad,984.04,01:05,19:55,21:00,QP2257
134336,1322,firstClass,Akasa Air,30/04/2020,Shillong,Thiruvananthapuram,2470.67,02:44,14:41,17:25,QP4091
134337,1322,economic,Akasa Air,05/07/2020,Patna,Ayodhya,321.65,00:21,04:10,04:31,QP1261
134345,1322,premium,SpiceJet,07/02/2020,Bhubaneswar,Kolkata,365.22,00:24,02:49,03:13,SG1956
134348,1322,premium,IndiGo,23/07/2020,Gangtok,Chandigarh,1209.73,01:20,11:18,12:38,6E1065Q
134349,1322,firstClass,SpiceJet,30/07/2020,Raigarh,Nashik,1019.43,01:07,00:33,01:40,SG3491X
134351,1322,economic,IndiGo,13/08/2020,Delhi NCR,Gwalior,291.11,00:19,04:29,04:48,6E5380E
134352,1322,economic,Air India,20/08/2020,Pune,Chennai,914.65,01:00,18:53,19:53,AI3869
134365,1322,premium,SpiceJet,19/11/2020,Mopa,Dehradun,7844.44,08:42,22:53,07:35,SG133
134374,1322,premium,Akasa Air,21/01/2021,Mopa,Puducherry,8086.87,08:59,22:34,07:33,QP2503
134376,1322,firstClass,Air India,02/04/2021,Bilaspur,Itanagar,1284.24,01:25,12:23,13:48,AI4569
134377,1322,economic,Air India,02/11/2021,Puducherry,Kolkata,1488.22,01:39,18:48,20:27,AI946
134378,1322,firstClass,SpiceJet,18/02/2021,Udaipur,Amritsar,790.66,00:52,00:38,01:30,SG3306
134379,1322,firstClass,SpiceJet,25/02/2021,Vadodara,Itanagar,2125.95,02:21,19:23,21:44,SG603
134384,1322,economic,Akasa Air,04/01/2021,Bengaluru,Prayagraj,1456.56,01:37,09:16,10:53,QP4847C
134385,1322,firstClass,AirAsia India,04/08/2021,Puri,Puducherry,1084.01,01:12,16:56,18:08,I55484
134386,1322,economic,Air India,15/04/2021,Indore,Mysuru,1161.79,01:17,16:57,18:14,AI404
134389,1322,premium,Akasa Air,05/06/2021,Bhopal,Chennai,1170.47,01:18,15:45,17:03,QP3817J
134395,1322,premium,Air India,17/06/2021,Gangtok,Puducherry,1941.14,02:09,13:19,15:28,AI4316
134398,1322,premium,SpiceJet,07/08/2021,Bhubaneswar,Indore,1069.52,01:11,18:28,19:39,SG5852Y
134399,1322,premium,SpiceJet,15/07/2021,Ranchi,Dehradun,1059.46,01:10,15:44,16:54,SG3283K
134403,1322,economic,Akasa Air,08/12/2021,Navi Mumbai,Mysuru,843.67,00:56,20:53,21:49,QP3537
134412,1322,firstClass,AirAsia India,14/10/2021,Jaipur,Visakhapatnam,1278.77,01:25,21:51,23:16,I52544L
134416,1322,premium,Air India,11/11/2021,Raigarh,Hyderabad,720.66,00:48,16:30,17:18,AI5541
134420,1322,economic,Air India,12/09/2021,Shillong,Mumbai,2080.96,02:18,06:50,09:08,AI3154
134421,1322,economic,Air India,16/12/2021,Thiruvananthapuram,Chennai,627.74,00:41,16:34,17:15,AI3040S
134427,1322,firstClass,Akasa Air,27/01/2022,Raigarh,Hyderabad,720.66,00:48,07:05,07:53,QP3264
134432,1322,economic,Air India,03/03/2022,Bhopal,Bilaspur,504.8,00:33,13:35,14:08,AI5338T
134439,1322,firstClass,Akasa Air,21/04/2022,Ahmedabad,Khowai,1940.48,02:09,20:06,22:15,QP5569
134444,1322,economic,SpiceJet,26/05/2022,Shimla,Tirupati,1956.06,02:10,12:50,15:00,SG4821
134454,1322,firstClass,Akasa Air,08/04/2022,Puducherry,Diu,1357.3,01:30,23:07,00:37,QP2828
134460,1322,firstClass,GoAir,15/09/2022,Mumbai,Bilaspur,1021.32,01:08,21:28,22:36,G83623
134464,1322,economic,IndiGo,13/10/2022,Jaipur,Puri,1293.96,01:26,23:13,00:39,6E4521
134468,1322,premium,IndiGo,11/10/2022,Bhopal,Varanasi,612.77,00:40,10:14,10:54,6E959
134473,1323,firstClass,SpiceJet,17/10/2019,Chennai,Visakhapatnam,599.08,00:39,15:21,16:00,SG2050
134475,1323,firstClass,Air India,31/10/2019,Chennai,Bilaspur,1019.44,01:07,15:59,17:06,AI4963K
134476,1323,economic,SpiceJet,11/07/2019,Dhubri,Bilaspur,907.42,01:00,20:09,21:09,SG2310
134478,1323,economic,SpiceJet,21/11/2019,Ludhiana,Puri,1589.13,01:45,23:01,00:46,SG2081
134480,1323,firstClass,GoAir,12/05/2019,Varanasi,Dhubri,703.33,00:46,01:00,01:46,G81796G
134481,1323,economic,Akasa Air,12/12/2019,Nashik,Bhopal,520.12,00:34,03:07,03:41,QP3206
134490,1323,premium,Air India,13/02/2020,Patna,Coimbatore,1835.7,02:02,08:21,10:23,AI5602U
134491,1323,firstClass,AirAsia India,20/02/2020,Dhubri,Mysuru,2068.59,02:17,18:59,21:16,I51766
134492,1323,firstClass,IndiGo,27/02/2020,Visakhapatnam,Bilaspur,501.33,00:33,10:16,10:49,6E5258
134499,1323,firstClass,Akasa Air,16/04/2020,Bhopal,Kullu-Manali,959.04,01:03,17:37,18:40,QP5065Y
134500,1323,premium,IndiGo,23/04/2020,Shimla,Itanagar,1657.09,01:50,10:30,12:20,6E5339
134501,1323,economic,IndiGo,30/04/2020,Imphal,Bilaspur,1239.81,01:22,14:58,16:20,6E948
134503,1323,firstClass,AirAsia India,14/05/2020,Vadodara,Thiruvananthapuram,1587.23,01:45,05:14,06:59,I51740
134504,1323,firstClass,SpiceJet,21/05/2020,Vadodara,Guwahati,1926.61,02:08,07:21,09:29,SG1882
134511,1323,firstClass,Air India,07/09/2020,Visakhapatnam,Amritsar,1762.26,01:57,14:00,15:57,AI5301
134513,1323,firstClass,IndiGo,23/07/2020,Kolkata,Imphal,620.66,00:41,18:45,19:26,6E869
134514,1323,premium,Air India,30/07/2020,Dabolim,Jaipur,1298.92,01:26,18:22,19:48,AI3595
134520,1323,premium,Air India,09/10/2020,Vijayawada,Gangtok,1455.73,01:37,12:17,13:54,AI3226
134522,1323,premium,Air India,24/09/2020,Kota,Puducherry,3355.26,03:43,05:58,09:41,AI5057
134524,1323,premium,Air India,10/08/2020,Chennai,Dabolim,740.1,00:49,16:26,17:15,AI4460
134530,1323,premium,SpiceJet,19/11/2020,Bengaluru,Hyderabad,499.26,00:33,23:55,00:28,SG3672
134533,1323,premium,IndiGo,12/10/2020,Pune,Navi Mumbai,105.45,00:07,19:31,19:38,6E1250
134534,1323,premium,IndiGo,17/12/2020,Gangtok,Nashik,1713.38,01:54,18:47,20:41,6E1979
134537,1323,firstClass,Akasa Air,01/07/2021,Shillong,Vadodara,1930.74,02:08,07:32,09:40,QP1461
134541,1323,firstClass,AirAsia India,02/04/2021,Diu,Indore,548.38,00:36,00:23,00:59,I54553C
134545,1323,premium,Air India,03/04/2021,Kolkata,Indore,1285.61,01:25,15:00,16:25,AI3046
134548,1323,firstClass,IndiGo,25/03/2021,Patna,Hisar,6048.4,06:43,09:56,16:39,6E1848
134550,1323,firstClass,Air India,04/08/2021,Ranchi,Nashik,1246.56,01:23,22:21,23:44,AI522
134551,1323,firstClass,GoAir,15/04/2021,Ayodhya,Shimla,685.0,00:45,09:49,10:34,G83864
134553,1323,firstClass,IndiGo,29/04/2021,Itanagar,Puducherry,2215.2,02:27,16:22,18:49,6E5922T
134555,1323,economic,SpiceJet,13/05/2021,Nashik,Mumbai,140.1,00:09,22:15,22:24,SG2501
134556,1323,firstClass,Akasa Air,20/05/2021,Gwalior,Mopa,7848.89,08:43,17:27,02:10,QP5057
134557,1323,premium,Akasa Air,27/05/2021,Gwalior,Srinagar,931.43,01:02,14:04,15:06,QP4436
134559,1323,firstClass,Akasa Air,06/10/2021,Jaipur,Itanagar,1764.29,01:57,22:35,00:32,QP4754
134566,1323,economic,Air India,29/07/2021,Thiruvananthapuram,Bilaspur,1610.93,01:47,20:08,21:55,AI2072
134572,1323,economic,IndiGo,09/09/2021,Kolkata,Guwahati,528.68,00:35,17:56,18:31,6E4182
134573,1323,firstClass,GoAir,16/09/2021,Raigarh,Delhi NCR,984.05,01:05,13:23,14:28,G83350E
134576,1323,premium,Air India,10/07/2021,Khowai,Mumbai,2011.88,02:14,01:07,03:21,AI4803
134578,1323,firstClass,IndiGo,21/10/2021,Tirupati,Raigarh,1010.42,01:07,17:12,18:19,6E3751
134580,1323,premium,Air India,11/04/2021,Vijayawada,Vadodara,1011.24,01:07,07:07,08:14,AI2269
134584,1323,firstClass,IndiGo,12/02/2021,Ayodhya,Puducherry,1671.47,01:51,07:36,09:27,6E1729
134585,1323,premium,SpiceJet,12/09/2021,Vadodara,Bengaluru,1136.25,01:15,22:41,23:56,SG3763
134590,1323,premium,SpiceJet,13/01/2022,Coimbatore,Imphal,2357.93,02:37,08:09,10:46,SG4080
134591,1323,premium,IndiGo,20/01/2022,Visakhapatnam,Bengaluru,797.17,00:53,15:02,15:55,6E3618
134596,1323,firstClass,GoAir,24/02/2022,Udaipur,Kota,2262.62,02:30,20:04,22:34,G85962
134597,1323,premium,IndiGo,03/03/2022,Varanasi,Delhi NCR,695.42,00:46,10:53,11:39,6E3352
134598,1323,economic,Akasa Air,03/10/2022,Dabolim,Dhubri,2051.5,02:16,04:55,07:11,QP3891
134601,1323,economic,Akasa Air,31/03/2022,Surat,Ayodhya,1137.34,01:15,02:24,03:39,QP3184
134603,1323,premium,Akasa Air,14/04/2022,Kullu-Manali,Navi Mumbai,1486.55,01:39,12:07,13:46,QP3596
134605,1323,economic,IndiGo,28/04/2022,Chennai,Imphal,1937.32,02:09,09:18,11:27,6E3372
134607,1323,firstClass,SpiceJet,05/12/2022,Bengaluru,Ayodhya,1610.84,01:47,09:27,11:14,SG674
134615,1323,firstClass,GoAir,07/07/2022,Shimla,Itanagar,1657.09,01:50,14:57,16:47,G8908
134619,1323,firstClass,SpiceJet,08/04/2022,Kolkata,Pune,1575.19,01:45,10:15,12:00,SG5030
134621,1323,firstClass,IndiGo,18/08/2022,Ludhiana,Vijayawada,1673.79,01:51,04:34,06:25,6E4671C
134624,1323,economic,IndiGo,09/08/2022,Puducherry,Tirupati,194.37,00:12,14:04,14:16,6E5471P
134627,1323,economic,SpiceJet,29/09/2022,Thiruvananthapuram,Kota,3311.54,03:40,13:32,17:12,SG3393
134628,1323,firstClass,SpiceJet,10/06/2022,Varanasi,Diu,1332.37,01:28,04:24,05:52,SG5675
134631,1323,premium,Air India,27/10/2022,Diu,Kullu-Manali,1384.59,01:32,08:36,10:08,AI3660
134639,1323,premium,IndiGo,22/12/2022,Tirupati,Coimbatore,395.68,00:26,09:11,09:37,6E650
134640,1323,economic,SpiceJet,29/12/2022,Puducherry,Mopa,8086.87,08:59,16:09,01:08,SG1008
134641,1323,premium,Akasa Air,01/05/2023,Diu,Indore,548.38,00:36,10:58,11:34,QP649X
134643,1323,economic,Air India,19/01/2023,Bhopal,Delhi NCR,601.97,00:40,00:17,00:57,AI993
134646,1323,firstClass,SpiceJet,02/09/2023,Srinagar,Navi Mumbai,1682.7,01:52,10:03,11:55,SG3812K
134647,1323,firstClass,Air India,16/02/2023,Mopa,Vadodara,7340.31,08:09,13:58,22:07,AI3426
134648,1323,economic,SpiceJet,23/02/2023,Pune,Khowai,1937.46,02:09,18:22,20:31,SG4471
134649,1323,firstClass,SpiceJet,03/02/2023,Nashik,Ludhiana,1231.12,01:22,04:44,06:06,SG3541
134655,1323,premium,Akasa Air,13/04/2023,Shimla,Udaipur,800.26,00:53,01:40,02:33,QP4143C
134657,1323,firstClass,Air India,27/04/2023,Mysuru,Visakhapatnam,924.41,01:01,07:49,08:50,AI2819
134658,1323,firstClass,SpiceJet,05/04/2023,Coimbatore,Nashik,1055.99,01:10,06:30,07:40,SG5378
134659,1323,economic,Akasa Air,05/11/2023,Guwahati,Khowai,236.44,00:15,03:23,03:38,QP4438
134664,1323,firstClass,AirAsia India,15/06/2023,Raipur,Ranchi,445.04,00:29,18:31,19:00,I55652
134667,1323,economic,SpiceJet,07/06/2023,Dabolim,Hisar,5793.99,06:26,05:15,11:41,SG2714
134674,1324,economic,Air India,31/10/2019,Chandigarh,Puducherry,2114.03,02:20,04:25,06:45,AI5746
134675,1324,firstClass,IndiGo,11/07/2019,Delhi NCR,Gwalior,291.11,00:19,19:55,20:14,6E5380E
134685,1324,economic,IndiGo,16/01/2020,Jamshedpur,Dehradun,1164.01,01:17,10:41,11:58,6E4001
134687,1324,firstClass,AirAsia India,30/01/2020,Ranchi,Khowai,645.78,00:43,12:37,13:20,I51674
134688,1324,firstClass,IndiGo,02/06/2020,Varanasi,Dehradun,741.12,00:49,09:22,10:11,6E4592
134691,1324,economic,IndiGo,27/02/2020,Raipur,Srinagar,1578.28,01:45,09:01,10:46,6E3268
134692,1324,economic,Air India,03/05/2020,Dabolim,Itanagar,2422.76,02:41,08:21,11:02,AI5804
134694,1324,economic,IndiGo,19/03/2020,Ludhiana,Coimbatore,2216.47,02:27,10:30,12:57,6E4570
134696,1324,economic,Air India,04/02/2020,Raipur,Puducherry,1051.72,01:10,09:28,10:38,AI3603
134697,1324,economic,IndiGo,04/09/2020,Ahmedabad,Visakhapatnam,1255.45,01:23,11:35,12:58,6E3430
134702,1324,economic,IndiGo,14/05/2020,Ranchi,Dehradun,1059.46,01:10,05:17,06:27,6E4487
134706,1324,economic,SpiceJet,06/11/2020,Bengaluru,Surat,1044.99,01:09,21:23,22:32,SG970
134707,1324,firstClass,GoAir,18/06/2020,Ayodhya,Shimla,685.0,00:45,18:31,19:16,G83864
134710,1324,economic,Air India,07/09/2020,Vadodara,Ranchi,1245.31,01:23,10:19,11:42,AI436
134712,1324,firstClass,SpiceJet,23/07/2020,Shillong,Visakhapatnam,1254.08,01:23,07:30,08:53,SG817
134714,1324,economic,IndiGo,08/06/2020,Thiruvananthapuram,Srinagar,2855.05,03:10,23:53,03:03,6E5900
134716,1324,firstClass,SpiceJet,20/08/2020,Coimbatore,Bhopal,1362.83,01:30,12:52,14:22,SG5495
134719,1324,firstClass,Air India,09/10/2020,Tirupati,Chandigarh,1920.51,02:08,23:07,01:15,AI455
134724,1324,firstClass,Akasa Air,15/10/2020,Mumbai,Ranchi,1372.22,01:31,13:36,15:07,QP4672V
134725,1324,premium,Akasa Air,22/10/2020,Shillong,Ludhiana,1676.79,01:51,16:36,18:27,QP2320
134729,1324,economic,Akasa Air,19/11/2020,Imphal,Navi Mumbai,2249.29,02:29,07:28,09:57,QP3979
134730,1324,firstClass,Akasa Air,26/11/2020,Vijayawada,Hisar,6273.48,06:58,12:20,19:18,QP4816
134735,1324,premium,SpiceJet,31/12/2020,Ludhiana,Nashik,1231.12,01:22,21:49,23:11,SG2949L
134737,1324,firstClass,IndiGo,14/01/2021,Navi Mumbai,Kolkata,1641.84,01:49,05:07,06:56,6E3645
134740,1324,firstClass,AirAsia India,02/04/2021,Itanagar,Shillong,241.05,00:16,02:37,02:53,I53481
134745,1324,economic,Air India,03/11/2021,Prayagraj,Puri,749.01,00:49,12:45,13:34,AI2071
134748,1324,economic,Akasa Air,04/01/2021,Gwalior,Bhubaneswar,1024.85,01:08,06:09,07:17,QP4237
134750,1324,firstClass,GoAir,15/04/2021,Patna,Ludhiana,1083.83,01:12,23:52,01:04,G83589
134752,1324,firstClass,AirAsia India,29/04/2021,Patna,Raipur,602.27,00:40,08:16,08:56,I55025
134753,1324,economic,SpiceJet,05/06/2021,Patna,Kota,3390.07,03:46,10:14,14:00,SG3817
134755,1324,economic,SpiceJet,20/05/2021,Indore,Prayagraj,681.18,00:45,11:43,12:28,SG1002
134756,1324,firstClass,GoAir,27/05/2021,Prayagraj,Kota,3064.23,03:24,15:55,19:19,G84304
134757,1324,premium,IndiGo,06/03/2021,Jaipur,Puri,1293.96,01:26,10:47,12:13,6E4521
134758,1324,firstClass,GoAir,06/10/2021,Ludhiana,Dehradun,218.61,00:14,14:33,14:47,G83082
134762,1324,premium,SpiceJet,07/08/2021,Jamshedpur,Vijayawada,908.8,01:00,00:07,01:07,SG1472O
134764,1324,firstClass,IndiGo,22/07/2021,Shillong,Gangtok,379.72,00:25,10:55,11:20,6E3225
134770,1324,economic,Air India,09/02/2021,Surat,Vadodara,128.76,00:08,13:58,14:06,AI1833
134773,1324,firstClass,Akasa Air,23/09/2021,Ahmedabad,Udaipur,207.89,00:13,01:51,02:04,QP2475
134779,1324,firstClass,AirAsia India,11/04/2021,Varanasi,Gwalior,494.84,00:32,16:04,16:36,I54211J
134781,1324,firstClass,AirAsia India,18/11/2021,Raigarh,Tirupati,1010.42,01:07,15:14,16:21,I5638
134786,1324,premium,IndiGo,23/12/2021,Vadodara,Bhopal,442.97,00:29,15:20,15:49,6E1523
134792,1324,economic,SpiceJet,02/03/2022,Gangtok,Kota,3712.59,04:07,00:10,04:17,SG2294
134796,1324,premium,Air India,03/03/2022,Shimla,Prayagraj,778.1,00:51,09:25,10:16,AI4826
134800,1324,firstClass,Akasa Air,31/03/2022,Thiruvananthapuram,Bilaspur,1610.93,01:47,01:53,03:40,QP309
134801,1324,firstClass,AirAsia India,04/07/2022,Raipur,Puri,464.75,00:30,05:17,05:47,I53433
134803,1324,firstClass,Air India,21/04/2022,Nashik,Raipur,827.58,00:55,00:57,01:52,AI4739
134804,1325,premium,Akasa Air,26/09/2019,Shimla,Vadodara,1054.83,01:10,23:01,00:11,QP3370
134806,1325,firstClass,GoAir,10/10/2019,Varanasi,Udaipur,940.61,01:02,02:27,03:29,G81895
134809,1325,firstClass,GoAir,31/10/2019,Puducherry,Guwahati,2016.86,02:14,17:50,20:04,G85101
134814,1325,economic,IndiGo,12/05/2019,Vadodara,Prayagraj,944.84,01:02,18:58,20:00,6E410
134816,1325,economic,Air India,19/12/2019,Mumbai,Jamshedpur,1441.73,01:36,08:16,09:52,AI1315
134822,1325,firstClass,GoAir,30/01/2020,Thiruvananthapuram,Nashik,1324.36,01:28,09:37,11:05,G83207
134823,1325,premium,Akasa Air,02/06/2020,Ahmedabad,Bhopal,493.03,00:32,01:22,01:54,QP1298
134824,1325,firstClass,Akasa Air,13/02/2020,Surat,Raipur,912.42,01:00,16:41,17:41,QP2580
134826,1325,firstClass,Air India,27/02/2020,Ayodhya,Dehradun,565.21,00:37,19:59,20:36,AI4017
134829,1325,economic,Air India,19/03/2020,Bhubaneswar,Kolkata,365.22,00:24,07:45,08:09,AI2846
134834,1325,firstClass,GoAir,23/04/2020,Raigarh,Hisar,6138.21,06:49,21:29,04:18,G82972
134835,1325,economic,IndiGo,30/04/2020,Bhubaneswar,Delhi NCR,1285.63,01:25,13:42,15:07,6E294
134836,1325,premium,IndiGo,05/07/2020,Kota,Surat,2251.69,02:30,01:18,03:48,6E2096
134838,1325,premium,Air India,21/05/2020,Pune,Shillong,2014.0,02:14,04:32,06:46,AI3413
134840,1325,premium,SpiceJet,06/04/2020,Dhubri,Prayagraj,817.97,00:54,06:43,07:37,SG421
134842,1325,firstClass,Akasa Air,18/06/2020,Dabolim,Khowai,2092.87,02:19,08:45,11:04,QP5991
134843,1325,firstClass,Akasa Air,25/06/2020,Kota,Coimbatore,3147.59,03:29,07:47,11:16,QP5495
134849,1325,economic,SpiceJet,08/06/2020,Thiruvananthapuram,Patna,2090.26,02:19,17:55,20:14,SG2008
134851,1325,economic,IndiGo,20/08/2020,Prayagraj,Bilaspur,375.49,00:25,12:38,13:03,6E5232
134855,1325,economic,SpiceJet,17/09/2020,Khowai,Udaipur,1812.4,02:00,10:22,12:22,SG1792T
134858,1325,premium,Akasa Air,10/08/2020,Ayodhya,Navi Mumbai,1276.04,01:25,09:38,11:03,QP3781F
134861,1325,premium,IndiGo,29/10/2020,Shillong,Patna,676.67,00:45,00:50,01:35,6E2442
134869,1325,economic,SpiceJet,24/12/2020,Shimla,Tirupati,1956.06,02:10,10:03,12:13,SG4821
134874,1325,economic,Air India,28/01/2021,Imphal,Pune,2187.75,02:25,10:01,12:26,AI2747
134875,1325,firstClass,IndiGo,02/04/2021,Tirupati,Kullu-Manali,2041.42,02:16,17:47,20:03,6E1334
134876,1325,premium,Air India,02/11/2021,Bhopal,Tirupati,1090.49,01:12,19:36,20:48,AI3038
134877,1325,economic,IndiGo,18/02/2021,Ahmedabad,Chandigarh,953.0,01:03,23:59,01:02,6E2220
134879,1325,economic,IndiGo,03/04/2021,Imphal,Vijayawada,1661.41,01:50,10:55,12:45,6E4056Q
134880,1325,premium,SpiceJet,03/11/2021,Ranchi,Prayagraj,421.65,00:28,01:13,01:41,SG611M
134883,1325,economic,IndiGo,04/01/2021,Raigarh,Hyderabad,720.66,00:48,11:24,12:12,6E4801
134886,1325,economic,SpiceJet,22/04/2021,Kullu-Manali,Gangtok,1216.94,01:21,06:04,07:25,SG4978
134893,1325,firstClass,Akasa Air,06/10/2021,Khowai,Chennai,1705.2,01:53,07:30,09:23,QP4727
134899,1325,economic,SpiceJet,22/07/2021,Bhopal,Chandigarh,834.14,00:55,10:48,11:43,SG2130
134903,1325,economic,Akasa Air,19/08/2021,Tirupati,Nashik,926.76,01:01,16:50,17:51,QP5074
134906,1325,premium,IndiGo,09/09/2021,Patna,Kota,3390.07,03:46,04:24,08:10,6E2666
134908,1326,economic,Akasa Air,26/09/2019,Pune,Shimla,1438.47,01:35,17:01,18:36,QP5862
134910,1326,premium,Air India,10/10/2019,Imphal,Mumbai,2261.04,02:30,15:28,17:58,AI5367
134913,1326,economic,Akasa Air,31/10/2019,Tirupati,Bilaspur,982.51,01:05,13:33,14:38,QP1721
134914,1326,economic,IndiGo,11/07/2019,Varanasi,Jamshedpur,426.65,00:28,05:52,06:20,6E5116
134918,1326,premium,Akasa Air,12/05/2019,Puducherry,Bhopal,1284.73,01:25,08:27,09:52,QP2548
134919,1326,firstClass,Akasa Air,12/12/2019,Kota,Udaipur,2262.62,02:30,03:14,05:44,QP3873
134920,1326,firstClass,GoAir,19/12/2019,Jaipur,Indore,467.23,00:31,11:04,11:35,G84232
134922,1326,firstClass,GoAir,01/02/2020,Puri,Indore,1084.81,01:12,10:39,11:51,G85603Q
134923,1326,premium,Air India,01/09/2020,Kota,Ayodhya,3085.51,03:25,09:02,12:27,AI4470
134927,1327,premium,IndiGo,17/10/2019,Pune,Coimbatore,899.88,00:59,11:35,12:34,6E982
134929,1327,economic,Air India,31/10/2019,Visakhapatnam,Mopa,8398.98,09:19,15:56,01:15,AI5871
134931,1327,firstClass,SpiceJet,14/11/2019,Patna,Dabolim,1634.13,01:48,13:23,15:11,SG1284
134933,1327,firstClass,Air India,28/11/2019,Dabolim,Dehradun,1716.07,01:54,13:36,15:30,AI5234
