travelCode,code,pickupLocation,dropoffLocation,carType,rentalAgency,pickupDateTime,dropoffDateTime,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus
99682,1314,Thomasland,East Melissa,SUV,Avis,2025-01-01 14:58:30,2025-01-02 14:58:30,1,83.52,266,Partial,Pending
33886,360,West Kellyside,East Jeffreyview,Sedan,Sixt,2025-01-09 09:57:56,2025-01-12 09:57:56,3,91.74,427,Partial,Pending
32578,752,Powellbury,South Jeromehaven,Sedan,Enterprise,2025-01-15 06:53:46,2025-01-18 06:53:46,3,468.79,493,Prepaid,Confirmed
124865,182,South Brandymouth,Smithshire,SUV,Enterprise,2025-01-08 10:53:42,2025-01-11 10:53:42,3,507.19,416,Prepaid,Confirmed
24869,76,Angelaburgh,Lake Robert,Sedan,Enterprise,2025-01-09 13:10:37,2025-01-14 13:10:37,5,176.14,459,Full-to-Full,Pending
42392,1231,East Julian,West Olivia,Luxury,Hertz,2025-01-02 21:03:47,2025-01-07 21:03:47,5,561.87,126,Partial,Cancelled
75250,603,Farmerborough,Lake Williamfurt,SUV,Enterprise,2025-01-09 17:07:36,2025-01-13 17:07:36,4,432.96,157,Prepaid,Confirmed
70044,1199,Lake Christophermouth,New Tony,Luxury,Enterprise,2025-01-16 08:15:17,2025-01-21 08:15:17,5,595.26,234,Prepaid,Pending
96361,16,Nortonview,Alexfort,SUV,Avis,2025-01-29 02:19:04,2025-01-30 02:19:04,1,147.26,319,Prepaid,Cancelled
100567,232,East Williammouth,Lake Sherri,Luxury,Avis,2025-01-02 22:29:47,2025-01-05 22:29:47,3,151.05,477,Prepaid,Pending
66151,119,Shannonland,Port Jacobview,Hatchback,Avis,2025-01-01 17:03:21,2025-01-02 17:03:21,1,197.44,421,Prepaid,Pending
8938,26,Brianville,Janicehaven,SUV,Avis,2025-01-05 09:33:47,2025-01-10 09:33:47,5,878.15,401,Full-to-Full,Cancelled
125140,849,Port Sandra,Montoyahaven,Hatchback,Sixt,2025-01-06 19:04:40,2025-01-10 19:04:40,4,495.18,443,Partial,Pending
113047,786,Johnsonshire,New Stephaniefort,Hatchback,Enterprise,2025-01-06 05:56:41,2025-01-10 05:56:41,4,769.26,246,Partial,Cancelled
105970,1264,North Debra,Port Frederick,Sedan,Budget,2025-01-27 11:01:37,2025-01-30 11:01:37,3,334.87,106,Prepaid,Cancelled
16026,241,West Victoria,Port Courtney,Luxury,Budget,2025-01-01 16:42:17,2025-01-03 16:42:17,2,382.45,177,Partial,Confirmed
109893,732,Ravenhaven,Larryfurt,Luxury,Budget,2025-01-27 03:07:06,2025-01-30 03:07:06,3,464.25,496,Full-to-Full,Pending
93247,239,West John,Daughertyside,Hatchback,Avis,2025-01-19 20:51:26,2025-01-23 20:51:26,4,634.13,406,Prepaid,Confirmed
50374,226,Abigailshire,Barnesburgh,Hatchback,Avis,2025-01-16 19:17:49,2025-01-19 19:17:49,3,241.57,355,Partial,Confirmed
7398,1319,Snowborough,North Jennifer,Sedan,Hertz,2025-01-24 03:49:07,2025-01-25 03:49:07,1,118.4,75,Full-to-Full,Pending
52292,248,Ramosberg,Phillipston,Hatchback,Hertz,2025-01-22 07:07:47,2025-01-26 07:07:47,4,740.99,361,Partial,Cancelled
72020,1198,Harrisside,Lake Richard,Hatchback,Avis,2025-01-11 21:36:10,2025-01-15 21:36:10,4,695.27,173,Full-to-Full,Cancelled
90011,1102,East David,East Amber,Luxury,Hertz,2025-01-11 20:10:37,2025-01-15 20:10:37,4,700.27,99,Prepaid,Cancelled
119544,675,West Tamara,Washingtonhaven,SUV,Hertz,2025-01-12 10:41:07,2025-01-15 10:41:07,3,198.69,196,Prepaid,Confirmed
26167,1336,Nicoletown,East Kenneth,Luxury,Hertz,2025-01-22 01:30:53,2025-01-27 01:30:53,5,947.2,365,Full-to-Full,Confirmed
16924,253,North Katherine,Harrisontown,SUV,Enterprise,2025-01-01 07:27:32,2025-01-03 07:27:32,2,150.0,425,Full-to-Full,Cancelled
20170,306,Maynardmouth,Marychester,Luxury,Avis,2025-01-10 15:53:24,2025-01-15 15:53:24,5,266.2,109,Partial,Cancelled
89841,1008,Edwinton,Dennishaven,SUV,Sixt,2025-01-20 17:45:06,2025-01-24 17:45:06,4,561.76,336,Prepaid,Cancelled
73109,909,Lake Brandonmouth,Hardingbury,Sedan,Avis,2025-01-21 17:45:39,2025-01-22 17:45:39,1,107.37,271,Full-to-Full,Cancelled
69687,968,Angelicahaven,Stevenbury,Sedan,Avis,2025-01-05 10:05:57,2025-01-10 10:05:57,5,618.74,337,Full-to-Full,Cancelled
90124,43,New Kathryn,Morganmouth,Sedan,Avis,2025-01-03 02:39:34,2025-01-07 02:39:34,4,709.62,265,Prepaid,Confirmed
132809,841,Pittmanside,East Robert,Hatchback,Avis,2025-01-24 10:10:22,2025-01-27 10:10:22,3,154.82,276,Partial,Pending
3618,552,Perezbury,Port Brian,Hatchback,Hertz,2025-01-24 00:28:58,2025-01-27 00:28:58,3,595.66,181,Partial,Cancelled
2630,770,Anthonyside,Brooksstad,Luxury,Avis,2025-01-13 21:03:11,2025-01-18 21:03:11,5,532.27,250,Full-to-Full,Pending
60485,1325,Stevenhaven,East Kim,Luxury,Hertz,2025-01-25 08:59:55,2025-01-29 08:59:55,4,419.11,84,Prepaid,Confirmed
48749,106,Jessicahaven,Lisabury,Luxury,Enterprise,2025-01-09 20:01:30,2025-01-12 20:01:30,3,328.95,489,Partial,Confirmed
124488,411,North Susanborough,Santiagostad,SUV,Avis,2025-01-27 19:35:44,2025-01-28 19:35:44,1,137.8,226,Prepaid,Confirmed
86836,595,South Angela,Lake Sean,SUV,Enterprise,2025-01-04 12:55:39,2025-01-07 12:55:39,3,556.29,234,Partial,Cancelled
57076,1136,East Susan,Jofurt,SUV,Avis,2025-01-23 02:01:45,2025-01-26 02:01:45,3,216.56,79,Prepaid,Cancelled
64103,54,West Dariusmouth,Lake Rachelfurt,Luxury,Avis,2025-01-14 03:35:20,2025-01-17 03:35:20,3,165.21,258,Full-to-Full,Confirmed
93626,1117,Johnside,West Teresaburgh,Sedan,Enterprise,2025-01-09 19:35:23,2025-01-10 19:35:23,1,114.21,225,Prepaid,Confirmed
2076,720,South Lisa,West Maryville,Luxury,Enterprise,2025-01-19 16:17:40,2025-01-23 16:17:40,4,668.55,270,Full-to-Full,Pending
99006,1263,West Daniel,West James,SUV,Avis,2025-01-30 07:36:25,2025-02-03 07:36:25,4,284.15,133,Prepaid,Confirmed
115589,1170,Lake Christopher,Nicoleberg,Hatchback,Budget,2025-01-09 07:55:30,2025-01-11 07:55:30,2,180.5,242,Full-to-Full,Cancelled
118183,171,East Stacyland,Jacobmouth,Hatchback,Avis,2025-01-12 01:33:58,2025-01-13 01:33:58,1,185.38,458,Partial,Pending
105227,650,South Lukechester,Cortezland,SUV,Budget,2025-01-03 17:17:26,2025-01-04 17:17:26,1,39.93,66,Full-to-Full,Pending
111473,615,North James,Perryville,Sedan,Enterprise,2025-01-05 08:04:16,2025-01-08 08:04:16,3,98.85,471,Prepaid,Cancelled
17074,1326,Franciscofort,Vickieport,SUV,Budget,2025-01-21 06:52:32,2025-01-24 06:52:32,3,187.2,216,Prepaid,Confirmed
22590,317,Jenniferville,Lake Aaronfort,SUV,Enterprise,2025-01-22 03:12:55,2025-01-23 03:12:55,1,99.2,154,Full-to-Full,Cancelled
86073,1012,Stacyberg,Rossfurt,Luxury,Enterprise,2025-01-01 10:42:07,2025-01-02 10:42:07,1,197.58,324,Full-to-Full,Confirmed
134427,581,Ericville,Cainchester,SUV,Sixt,2025-01-21 13:23:50,2025-01-22 13:23:50,1,63.45,405,Prepaid,Cancelled
3671,1220,Port Justinton,Lake Erica,Luxury,Budget,2025-01-14 05:21:28,2025-01-16 05:21:28,2,378.74,141,Partial,Pending
84740,272,Courtneyview,Davidmouth,SUV,Hertz,2025-01-25 13:54:40,2025-01-28 13:54:40,3,307.79,342,Full-to-Full,Cancelled
73289,216,West Allisonburgh,Port Danieltown,Luxury,Hertz,2025-01-01 12:05:16,2025-01-06 12:05:16,5,255.2,237,Partial,Cancelled
65770,540,Christopherbury,Murrayland,SUV,Enterprise,2025-01-11 07:16:35,2025-01-14 07:16:35,3,403.94,329,Prepaid,Cancelled
120164,439,Franklinton,Michaelland,Luxury,Budget,2025-01-04 05:45:14,2025-01-08 05:45:14,4,531.17,93,Full-to-Full,Pending
106649,1151,Devonshire,Port Joeberg,Luxury,Budget,2025-01-13 08:01:56,2025-01-17 08:01:56,4,705.42,380,Full-to-Full,Cancelled
56696,1007,Jenniferview,East Jacob,Luxury,Enterprise,2025-01-05 09:55:36,2025-01-06 09:55:36,1,55.7,172,Prepaid,Confirmed
32499,960,West Alexandra,Joshuastad,Luxury,Budget,2025-01-25 03:45:29,2025-01-29 03:45:29,4,611.66,249,Prepaid,Cancelled
23970,1060,Grossfort,Danieltown,Luxury,Enterprise,2025-01-08 04:50:50,2025-01-10 04:50:50,2,224.5,464,Prepaid,Cancelled
108993,240,Barrettville,Port Joshua,Hatchback,Sixt,2025-01-12 05:21:36,2025-01-17 05:21:36,5,631.28,387,Partial,Cancelled
18083,472,Karenton,East Nicoleborough,Hatchback,Budget,2025-01-11 11:03:26,2025-01-15 11:03:26,4,709.83,444,Partial,Confirmed
53536,953,Stephanieside,North Amy,SUV,Avis,2025-01-09 19:23:35,2025-01-12 19:23:35,3,313.78,456,Partial,Cancelled
132302,725,East Nicholas,Port Michael,Luxury,Avis,2025-01-28 11:32:48,2025-02-01 11:32:48,4,257.08,303,Prepaid,Pending
35200,825,New Brenda,South Christinafurt,Luxury,Avis,2025-01-09 20:42:21,2025-01-12 20:42:21,3,499.23,224,Full-to-Full,Confirmed
96957,417,Mahoneyhaven,Jonathanfurt,Luxury,Hertz,2025-01-15 19:13:12,2025-01-20 19:13:12,5,242.7,150,Full-to-Full,Confirmed
64209,176,Rhondaport,West Aprilstad,Luxury,Hertz,2025-01-04 06:18:35,2025-01-05 06:18:35,1,77.35,62,Partial,Pending
35191,465,Weberborough,Port Joe,Luxury,Avis,2025-01-12 17:15:38,2025-01-16 17:15:38,4,620.6,139,Prepaid,Cancelled
131429,799,Lake Anthony,South Ronald,Sedan,Hertz,2025-01-16 23:49:07,2025-01-21 23:49:07,5,305.4,436,Prepaid,Cancelled
14147,1216,North Anthonyside,Lake Jeffrey,SUV,Budget,2025-01-10 07:26:08,2025-01-12 07:26:08,2,148.66,60,Prepaid,Cancelled
6007,256,Tylerburgh,Trujilloborough,Luxury,Budget,2025-01-04 17:29:14,2025-01-08 17:29:14,4,334.46,111,Partial,Pending
26280,1085,North Barbarafurt,New Debbie,Sedan,Avis,2025-01-25 05:23:35,2025-01-26 05:23:35,1,80.37,56,Prepaid,Pending
114925,772,Lindamouth,West Amy,Luxury,Sixt,2025-01-28 18:53:48,2025-02-02 18:53:48,5,992.99,296,Full-to-Full,Confirmed
50612,1055,East Rickeytown,Thompsonton,SUV,Hertz,2025-01-04 20:11:05,2025-01-05 20:11:05,1,71.48,442,Full-to-Full,Confirmed
6521,602,Kevinhaven,New Joshua,Luxury,Avis,2025-01-09 23:16:31,2025-01-12 23:16:31,3,138.49,421,Prepaid,Pending
75881,323,Wolfton,Bradleyhaven,Luxury,Sixt,2025-01-09 16:28:57,2025-01-11 16:28:57,2,98.38,430,Prepaid,Pending
58712,400,Mccoyhaven,Lake Maria,Hatchback,Budget,2025-01-26 18:18:31,2025-01-30 18:18:31,4,466.82,380,Partial,Cancelled
68121,220,West Matthew,South Mckenziestad,SUV,Budget,2025-01-23 08:45:40,2025-01-26 08:45:40,3,360.87,333,Full-to-Full,Confirmed
80005,1105,Natalieberg,South Yvette,Luxury,Hertz,2025-01-26 17:01:02,2025-01-31 17:01:02,5,789.51,152,Prepaid,Pending
121846,578,South Leonardhaven,Sanchezton,Luxury,Avis,2025-01-26 07:31:02,2025-01-30 07:31:02,4,195.93,64,Prepaid,Pending
41398,1224,Port Bonniemouth,Garciaville,SUV,Enterprise,2025-01-18 02:18:20,2025-01-19 02:18:20,1,168.58,313,Prepaid,Confirmed
104270,1188,Donnatown,Carrietown,Sedan,Hertz,2025-01-21 17:44:19,2025-01-24 17:44:19,3,189.6,75,Partial,Pending
97324,1052,West Joshuatown,Spencerchester,Hatchback,Budget,2025-01-23 23:21:29,2025-01-25 23:21:29,2,286.84,367,Full-to-Full,Confirmed
68088,1152,Lake Nicole,West Shelby,Hatchback,Enterprise,2025-01-09 23:52:14,2025-01-13 23:52:14,4,549.55,465,Prepaid,Cancelled
33819,1245,West Sarahtown,Andersonmouth,Hatchback,Sixt,2025-01-28 05:38:48,2025-02-01 05:38:48,4,281.68,444,Full-to-Full,Cancelled
103193,451,West Trevorside,East Anthonyborough,SUV,Enterprise,2025-01-06 04:44:08,2025-01-07 04:44:08,1,77.43,78,Full-to-Full,Confirmed
1485,458,Hayeshaven,Josephhaven,Luxury,Avis,2025-01-03 10:31:08,2025-01-06 10:31:08,3,129.65,276,Partial,Cancelled
75046,193,West Erikberg,Andersenton,Hatchback,Avis,2025-01-06 12:26:35,2025-01-11 12:26:35,5,946.58,424,Full-to-Full,Confirmed
104348,531,Tinaton,Port Jessicaton,SUV,Sixt,2025-01-14 07:57:28,2025-01-19 07:57:28,5,779.47,142,Prepaid,Confirmed
130750,1265,Lake Monique,Shermanburgh,Sedan,Budget,2025-01-08 23:14:45,2025-01-09 23:14:45,1,197.01,309,Full-to-Full,Pending
81235,75,New Jasonshire,Lake Rebeccashire,SUV,Hertz,2025-01-30 08:30:39,2025-02-01 08:30:39,2,300.89,376,Partial,Pending
26126,684,South Brenda,New Andrewburgh,SUV,Sixt,2025-01-04 22:22:20,2025-01-07 22:22:20,3,311.0,184,Prepaid,Cancelled
117863,1258,Port Chadhaven,West Kelly,Luxury,Avis,2025-01-23 02:00:22,2025-01-28 02:00:22,5,860.51,200,Prepaid,Confirmed
108941,623,Port Phillip,Benjaminburgh,Luxury,Hertz,2025-01-12 20:00:32,2025-01-13 20:00:32,1,199.51,85,Full-to-Full,Pending
104733,1011,East Adam,Tylerview,SUV,Budget,2025-01-08 12:12:08,2025-01-12 12:12:08,4,172.02,339,Prepaid,Cancelled
4168,1,Foleytown,Lake Taylormouth,Hatchback,Sixt,2025-01-16 16:38:48,2025-01-18 16:38:48,2,314.07,378,Prepaid,Confirmed
84940,1134,West Jessica,East Maryhaven,Luxury,Avis,2025-01-10 02:29:04,2025-01-14 02:29:04,4,422.99,213,Prepaid,Confirmed
21211,86,Robertchester,Kelleyburgh,Luxury,Budget,2025-01-04 01:10:48,2025-01-06 01:10:48,2,240.4,201,Full-to-Full,Confirmed
7706,1095,Dennisside,South Michaelview,Hatchback,Budget,2025-01-11 02:14:58,2025-01-13 02:14:58,2,140.01,372,Prepaid,Confirmed
4942,939,Williamsville,Reginaldfort,Luxury,Hertz,2025-01-05 22:43:52,2025-01-08 22:43:52,3,455.19,261,Partial,Confirmed
66723,19,Port Kristybury,Lake Michaelfort,Sedan,Avis,2025-01-20 15:54:09,2025-01-21 15:54:09,1,98.25,414,Partial,Confirmed
129565,1212,Michaelport,South Nicole,Hatchback,Budget,2025-01-23 10:57:39,2025-01-25 10:57:39,2,342.59,219,Partial,Pending
60057,917,Jamesmouth,West Jakeburgh,Hatchback,Enterprise,2025-01-21 19:31:06,2025-01-25 19:31:06,4,591.7,271,Full-to-Full,Pending
127857,1217,Ashleyshire,Lake Angelastad,SUV,Budget,2025-01-12 00:39:11,2025-01-15 00:39:11,3,109.6,152,Partial,Confirmed
103909,171,Saundersfurt,New Jeremy,Sedan,Avis,2025-01-11 13:07:29,2025-01-13 13:07:29,2,342.48,106,Partial,Confirmed
106157,814,South Wesley,Lake Ashley,SUV,Sixt,2025-01-04 00:21:31,2025-01-08 00:21:31,4,507.66,80,Partial,Pending
52748,275,Scottshire,Vargasport,SUV,Avis,2025-01-16 18:48:32,2025-01-18 18:48:32,2,168.46,473,Partial,Cancelled
119573,1158,Port Omar,Gailside,Sedan,Hertz,2025-01-05 02:00:51,2025-01-09 02:00:51,4,277.56,108,Full-to-Full,Confirmed
102259,1220,Dianemouth,Marquezview,Luxury,Enterprise,2025-01-13 15:33:45,2025-01-15 15:33:45,2,144.03,315,Full-to-Full,Confirmed
111322,569,North Oliviaport,North Andreamouth,Hatchback,Hertz,2025-01-16 05:51:38,2025-01-18 05:51:38,2,367.88,416,Full-to-Full,Cancelled
18984,543,Stewartland,Waltersfurt,SUV,Hertz,2025-01-14 04:56:06,2025-01-16 04:56:06,2,395.96,402,Prepaid,Confirmed
101741,480,Mccallburgh,Port Davidborough,Luxury,Avis,2025-01-01 19:30:08,2025-01-06 19:30:08,5,576.49,384,Full-to-Full,Pending
67470,771,Hayesburgh,South Ambermouth,Luxury,Budget,2025-01-05 07:58:24,2025-01-10 07:58:24,5,432.73,52,Full-to-Full,Confirmed
64542,346,Ewingbury,West Johnstad,SUV,Budget,2025-01-12 07:54:27,2025-01-15 07:54:27,3,504.85,359,Partial,Cancelled
30637,1104,Christopherton,Wigginsburgh,Hatchback,Enterprise,2025-01-08 06:20:51,2025-01-13 06:20:51,5,922.49,130,Full-to-Full,Pending
24936,706,Schaeferhaven,Lake Luis,Sedan,Sixt,2025-01-25 11:04:34,2025-01-26 11:04:34,1,175.8,103,Partial,Cancelled
43223,53,New Stanley,Washingtonberg,Hatchback,Budget,2025-01-19 16:24:34,2025-01-20 16:24:34,1,141.23,175,Partial,Confirmed
91497,918,Andreton,East Mollybury,SUV,Enterprise,2025-01-07 04:01:25,2025-01-11 04:01:25,4,352.5,398,Partial,Cancelled
81451,405,Lake Nathan,Lake Lisa,Hatchback,Hertz,2025-01-25 03:38:02,2025-01-29 03:38:02,4,743.88,490,Prepaid,Cancelled
42095,477,North Tricia,Port Timothy,Sedan,Budget,2025-01-30 14:23:05,2025-02-03 14:23:05,4,577.27,148,Prepaid,Confirmed
65758,947,Lake Kimberly,East Joseph,Luxury,Budget,2025-01-19 06:34:09,2025-01-22 06:34:09,3,581.04,415,Full-to-Full,Cancelled
131666,219,Butlermouth,Murphyport,Luxury,Avis,2025-01-23 20:06:17,2025-01-27 20:06:17,4,646.34,436,Partial,Confirmed
63995,182,Charlesside,East Tami,Luxury,Hertz,2025-01-20 21:45:39,2025-01-21 21:45:39,1,172.44,423,Full-to-Full,Pending
61147,368,Port Katherinetown,New Nancyfurt,Hatchback,Avis,2025-01-19 00:42:42,2025-01-24 00:42:42,5,901.13,358,Full-to-Full,Confirmed
93906,136,Lake Vanessa,Robbinsmouth,Sedan,Avis,2025-01-17 09:14:21,2025-01-20 09:14:21,3,257.94,355,Partial,Pending
77506,642,North Curtisberg,East Mikestad,SUV,Sixt,2025-01-05 14:06:58,2025-01-06 14:06:58,1,171.06,379,Full-to-Full,Confirmed
99971,1323,Lake Danielle,Lake Jonathan,Luxury,Enterprise,2025-01-06 09:14:55,2025-01-08 09:14:55,2,379.31,111,Full-to-Full,Confirmed
116806,1282,South Lesliehaven,Lake Benjamin,SUV,Sixt,2025-01-15 15:44:47,2025-01-16 15:44:47,1,186.08,82,Prepaid,Pending
51975,1310,Lopezberg,South Allen,Hatchback,Avis,2025-01-07 01:49:03,2025-01-10 01:49:03,3,166.58,74,Full-to-Full,Confirmed
134830,1008,Garciamouth,South Gary,Luxury,Enterprise,2025-01-13 01:09:03,2025-01-16 01:09:03,3,478.77,75,Partial,Confirmed
125761,108,Nathanchester,South Isabel,SUV,Avis,2025-01-20 17:13:09,2025-01-22 17:13:09,2,144.95,234,Full-to-Full,Cancelled
16970,295,New Lawrencemouth,Josephview,Hatchback,Hertz,2025-01-04 18:51:25,2025-01-06 18:51:25,2,271.25,379,Full-to-Full,Confirmed
109315,349,West Christopher,Howardborough,SUV,Avis,2025-01-24 13:16:56,2025-01-29 13:16:56,5,797.1,442,Prepaid,Confirmed
62009,10,Douglasfurt,South Davidside,Luxury,Hertz,2025-01-19 17:17:14,2025-01-24 17:17:14,5,813.32,465,Full-to-Full,Cancelled
100932,1025,Dillonland,Port Katherineland,Hatchback,Enterprise,2025-01-15 17:18:01,2025-01-18 17:18:01,3,437.59,372,Prepaid,Pending
63938,97,East Kevin,West Mariamouth,Sedan,Hertz,2025-01-25 07:34:28,2025-01-29 07:34:28,4,485.24,106,Prepaid,Pending
66929,107,Mccarthyhaven,Karenside,Hatchback,Hertz,2025-01-03 16:30:40,2025-01-05 16:30:40,2,232.35,250,Partial,Confirmed
70388,292,Ortizmouth,Powellborough,Luxury,Avis,2025-01-21 23:14:20,2025-01-25 23:14:20,4,435.6,114,Partial,Confirmed
39275,107,Lake Brianhaven,New Evanmouth,Sedan,Avis,2025-01-02 09:06:07,2025-01-07 09:06:07,5,553.92,112,Partial,Confirmed
3793,403,East Jamesmouth,West Michaelshire,Luxury,Hertz,2025-01-05 12:51:17,2025-01-06 12:51:17,1,196.69,217,Prepaid,Cancelled
15028,773,West Mistyville,Lake Sara,Luxury,Sixt,2025-01-25 14:55:32,2025-01-27 14:55:32,2,224.37,236,Prepaid,Pending
97155,1227,East Chelseahaven,Leeborough,Sedan,Enterprise,2025-01-29 00:35:03,2025-01-30 00:35:03,1,63.27,441,Full-to-Full,Pending
5866,173,Lake Sharonshire,Rebeccaville,Luxury,Hertz,2025-01-04 16:44:45,2025-01-08 16:44:45,4,214.81,459,Prepaid,Cancelled
37840,194,East Lisa,Whitakerstad,Luxury,Hertz,2025-01-04 23:57:15,2025-01-07 23:57:15,3,439.14,154,Prepaid,Cancelled
3070,1126,Lake Lindsayshire,Joycestad,Luxury,Hertz,2025-01-19 18:04:09,2025-01-22 18:04:09,3,121.43,256,Partial,Confirmed
94975,1308,Stevenmouth,Pricemouth,SUV,Budget,2025-01-01 06:23:37,2025-01-06 06:23:37,5,559.31,212,Partial,Pending
122106,725,West Andrew,Timothytown,Hatchback,Sixt,2025-01-08 01:33:51,2025-01-12 01:33:51,4,552.14,80,Prepaid,Confirmed
50346,312,Lake Rebeccachester,Smithfurt,Luxury,Hertz,2025-01-13 03:31:19,2025-01-17 03:31:19,4,369.04,203,Prepaid,Cancelled
96484,819,Rochaview,Carlosburgh,SUV,Budget,2025-01-14 04:30:26,2025-01-18 04:30:26,4,134.0,215,Prepaid,Pending
18369,130,Adamhaven,Markport,Luxury,Avis,2025-01-28 22:37:01,2025-01-30 22:37:01,2,334.68,169,Prepaid,Confirmed
80635,419,West Phyllis,East Rodney,SUV,Sixt,2025-01-13 00:09:02,2025-01-17 00:09:02,4,640.25,268,Prepaid,Pending
116710,79,Sloantown,Nicolefurt,Luxury,Sixt,2025-01-21 20:54:22,2025-01-26 20:54:22,5,813.22,64,Prepaid,Pending
125860,652,Lake Brianbury,Jenniferview,SUV,Hertz,2025-01-03 23:05:39,2025-01-06 23:05:39,3,581.28,479,Partial,Pending
4221,1194,Carterton,Jillburgh,Sedan,Sixt,2025-01-19 11:06:41,2025-01-22 11:06:41,3,246.92,348,Partial,Pending
74552,593,South Robert,East Billystad,Luxury,Enterprise,2025-01-07 00:42:55,2025-01-08 00:42:55,1,39.41,87,Full-to-Full,Confirmed
92768,838,New April,Stephensonville,Hatchback,Sixt,2025-01-13 16:32:46,2025-01-18 16:32:46,5,330.55,164,Partial,Pending
69074,899,Navarromouth,Mahoneyland,Hatchback,Budget,2025-01-05 13:20:50,2025-01-08 13:20:50,3,380.2,484,Prepaid,Cancelled
62681,1233,East Jeffland,South Ronald,Luxury,Sixt,2025-01-16 08:12:13,2025-01-21 08:12:13,5,445.96,56,Prepaid,Confirmed
13566,85,Youngchester,Jonesmouth,Sedan,Budget,2025-01-10 16:46:44,2025-01-13 16:46:44,3,444.9,297,Partial,Pending
30910,693,East Luisberg,Port Linda,Hatchback,Enterprise,2025-01-21 05:19:00,2025-01-26 05:19:00,5,546.84,100,Partial,Cancelled
81168,35,Haynesmouth,Tylerborough,Sedan,Enterprise,2025-01-23 07:18:24,2025-01-25 07:18:24,2,132.4,88,Full-to-Full,Cancelled
70337,1312,Salinasborough,Richardsonchester,Luxury,Sixt,2025-01-14 19:57:49,2025-01-17 19:57:49,3,496.04,178,Partial,Cancelled
20378,726,Theresaborough,Adamsberg,Luxury,Sixt,2025-01-13 08:22:23,2025-01-18 08:22:23,5,410.8,109,Full-to-Full,Confirmed
74907,260,Heatherside,Mooreshire,Sedan,Sixt,2025-01-10 12:14:29,2025-01-15 12:14:29,5,937.51,138,Partial,Cancelled
65142,1118,Tammyburgh,North Rebecca,Hatchback,Enterprise,2025-01-18 12:52:52,2025-01-23 12:52:52,5,151.79,345,Full-to-Full,Pending
13736,821,East David,Colemanmouth,SUV,Budget,2025-01-18 11:42:40,2025-01-21 11:42:40,3,593.92,338,Prepaid,Pending
121281,1086,Kellyport,New Terrifort,Luxury,Hertz,2025-01-10 00:41:29,2025-01-12 00:41:29,2,121.45,269,Full-to-Full,Cancelled
46397,547,East Jasmineberg,North Marktown,Hatchback,Hertz,2025-01-21 11:08:05,2025-01-23 11:08:05,2,202.12,495,Prepaid,Confirmed
75877,104,Alexmouth,Thompsonhaven,Hatchback,Hertz,2025-01-10 20:42:40,2025-01-12 20:42:40,2,181.28,219,Full-to-Full,Pending
9681,1150,Port Jordan,Pittmanside,Sedan,Hertz,2025-01-18 09:00:09,2025-01-19 09:00:09,1,131.63,459,Full-to-Full,Confirmed
58419,688,Smithborough,West Joshua,Hatchback,Sixt,2025-01-29 18:27:36,2025-01-31 18:27:36,2,329.07,275,Full-to-Full,Confirmed
36365,1004,Amymouth,Salazarton,Sedan,Hertz,2025-01-06 04:47:52,2025-01-08 04:47:52,2,149.28,429,Full-to-Full,Pending
2237,263,Arnoldfort,Michaelshire,SUV,Budget,2025-01-21 16:53:25,2025-01-24 16:53:25,3,120.8,238,Prepaid,Pending
36726,544,Port Jason,East Seanton,Hatchback,Enterprise,2025-01-04 00:40:33,2025-01-05 00:40:33,1,84.87,426,Prepaid,Confirmed
30050,861,Kimberlymouth,East Melissaborough,Hatchback,Enterprise,2025-01-08 02:20:45,2025-01-13 02:20:45,5,680.49,485,Partial,Confirmed
94184,710,South Bridget,Camposchester,Sedan,Hertz,2025-01-05 01:01:57,2025-01-06 01:01:57,1,160.16,213,Partial,Pending
52434,109,East Patricialand,East Travisville,Luxury,Avis,2025-01-12 17:39:29,2025-01-14 17:39:29,2,394.86,491,Partial,Cancelled
55635,421,South Michael,Brownburgh,SUV,Hertz,2025-01-26 02:59:25,2025-01-27 02:59:25,1,108.16,481,Full-to-Full,Cancelled
94016,209,Lake Jeffrey,Brittanyberg,Luxury,Enterprise,2025-01-03 12:40:54,2025-01-05 12:40:54,2,139.52,297,Partial,Pending
77412,260,Michealberg,West James,Luxury,Avis,2025-01-18 23:10:34,2025-01-23 23:10:34,5,205.22,98,Partial,Confirmed
46007,1281,East Anthonymouth,Johnsontown,SUV,Sixt,2025-01-09 08:07:40,2025-01-10 08:07:40,1,120.33,468,Partial,Cancelled
105293,1236,Seanshire,Armstrongport,Sedan,Sixt,2025-01-02 18:12:03,2025-01-07 18:12:03,5,834.66,126,Full-to-Full,Confirmed
103301,1105,Fowlerchester,New Laurieburgh,Hatchback,Sixt,2025-01-03 16:28:12,2025-01-08 16:28:12,5,242.88,331,Full-to-Full,Confirmed
25439,852,Tracyborough,Hammondside,SUV,Hertz,2025-01-11 08:00:01,2025-01-15 08:00:01,4,351.02,150,Full-to-Full,Pending
83473,411,East Sara,North Erica,Sedan,Enterprise,2025-01-01 22:24:44,2025-01-02 22:24:44,1,67.23,312,Prepaid,Confirmed
77338,1291,West Shawnport,Josephfurt,Luxury,Avis,2025-01-29 10:35:29,2025-02-02 10:35:29,4,522.2,198,Partial,Pending
